cleaned_tweet,sentiment
hai kak apakah maksudnya terkait faktur pajak masukan yang tidak muncul di coretax jika iya mohon agar dipastikan pihak yang login dan impersonate pkp pembeli penerima faktur adalah pihak terkait yang memiliki role akses tax invoice signer pic,neutral
halo ka sudah lapor di djp kak untuk tahun dan tetapi di coretax untuk tahun tidak terbaca apakah solusinya ya,neutral
hallo salken juga mba tahun dibidang yg sama hebat bet dah langgeng ye mba puyeng bet enih belum lagi maren pas ganti ke coretax sampe nginep di kantor karna suka eror jadi susah ngapain aje kerjaan ketunda,positive
hai kak apabila nitku cabang tidak muncul pastikan kembali cabang sudah ada pada daftar tempat kegiatan usaha sub unit di akun coretax npwp pusat jika sudah ada dan tetap tidak muncul silakan tambahkan pic cabang untuk menambahkan pic cabang silakan ke login dengan,neutral
hai kak jika muncul keterangan nik di duplikasi artinya nik tersebut sudah terdaftar sebagai npwp sehingga kakak tidak perlu untuk memilih menu pendaftaran npwp lagi untuk mengakses akun coretax kakak dapat langsung melakukan aktivasi akun wajib pajak saja ya kak namun,neutral
sebelum menyetorkan pajak terutang tersebut kawanpajak perlu membuat kode billing yang sekarang dilakukan melalui coretax djp yuk simak tata cara selengkapnya di atas,neutral
yang buat coretax nih siapa sih anjing susah banget ngisinya,negative
un koe mantan pegawai pajak gawe tweet ngene i jaluk diantemi coretax opo milih tak antemi,negative
kawanpajak waspada penipuan yang mengatasnamakan djp modus penipuan seperti phising sniffing dan social engineering kembali marak termasuk yang dikaitkan dengan implementasi coretax djp jangan mudah percaya pada telepon pesan atau email yang meminta data pribadi,negative
sudah kak mungkin ada saran lain pengaduan coretax supaya ada solusi cepat,neutral
kawanpajak menemui kendala data nik lawan transaksi atau karyawan tidak ditemukan pada coretax djp ini terjadi karena nik lawan transaksi atau karyawan yang akan dipotong pajaknya belum terdaftar di coretax djp bagaimana solusinya yuks simak penjelasannya,neutral
anjing dajjal ini coretax bangsat bukannya sistem dibuat supaya bisa bekerja dulu entar kl terlambat wp yang salah pantekk pantek,negative
hai kak kolom nama pada identitas penerima penghasilan diisi dengan nama penerima penghasilan apabila data di coretax tidak sesuai silakan melakukan perubahan data perubahan data dapat dilakukan secara mandiri melalui coretax pada menu profil saya informasi umum edit,neutral
kak izin tanya utk pelaporan spt masa pph psl a thn apakah bisa lewat coretax atau masih di djponline,neutral
hai kak terima kasih penjelasannya karena ini fp masa juni di coretax blm muncul pilihan masa juni untuk sptnya,neutral
hai kak untuk detil petunjuk pengisian per kolomnya dapat kakak periksa di file tersebut pada sheet keterangan tata cara upload faktur menggunakan cara impor xml dapat dilihat pada tautan berikut tks ukti,neutral
permohonan dapat disampaikan melalui coretax di menu portal saya perubahan data perubahan alamat utama permohonan juga dapat disampaikan melalui kpp ya kak tks aleh,neutral
ingat coretax yg t keknya ada yang salah kita ini implementasi awal mulai dari ga perlu dipaksakan lolos kkm ga naik kelas ya ga naik gitu aja bimbel guru ga cari bocoran soal misalnya mental jujur ni musti dibentuk dipupuk cinta tanah air juga apa berani,negative
hai kak apakah yang dimaksud adalah gagal login coretax jika baru pertama kali login coretax dan sudah memiliki akun djp online silakan klik lupa kata sandi untuk id pengguna diisi npwp digit bagi orang pribadi npwp digit nik,neutral
hai kak apabila muncul tanda silang merah pada kolom tersebut ketika melakukan aktivasi akun wajib pajak pada laman coretax maka data yang diinput tersebut tidak sesuai dengan data yang terdaftar pada sistem coretax silakan pastikan alamat email dan nomor telepon yang,neutral
hai kak benar untuk bukti potong atas pesangon dibuat di file bukti pemotongan final dan tidak final sementara untuk bukti potong a dibuat di file yang terpisah kakak dapat mengunduh template file xml converter nya di laman berikut tks ukti,neutral
hi min kalo mau retur atas fp tahun sebelumnya di coretax tp ga muncul icon returnya itu gimana ya,neutral
coretax bersahabat bentar pleasee aku mau input pph jangan ke logout terus kerjaanku yg lain masih banyak nihh,negative
hai kak apabila muncul tanda silang merah pada kolom tersebut ketika melakukan aktivasi akun wajib pajak pada laman coretax maka data yang diinput tersebut tidak sesuai dengan data yang terdaftar pada sistem coretax silakan pastikan alamat email dan nomor telepon yang,neutral
hari ini open yaaa jasa pembuatan npwp via coretax langsung dikerjakan sat set menit jadi testimoni fresh bisa cek di profilku payment after npwp jadi jalur cepat zonajajan zonauang timnasday king indo jokitugas npwp,neutral
bisa ga si coretax tu lancar terus ada aja bjir masalahnya,negative
bujur kak dari awal tahun tadi wajib pakai coretax,neutral
udah ngga bisa yang ginian begitu coretax operasional penuh bisa kena ciduk omzet bakal terikat dengan nik bahkan kalaupun punya tumbal cuma bisa dipake dua tahun,negative
pwc aman dong yah kan coretax masih jalan hehe,positive
ingyach secaca kalau tech emang paling oke accenture juga gak sih aku sempet bertanya tanya napa coretax kagak pakai accenture aja dah konsultannya napa malah delo si bego apa gak punya duit apa gimana,negative
tinggal aktivasi d coretax ka nnti otomatis update ke yg digit selama email no hp yg d daftar msh sama,neutral
hi min kenapa pas pengisian jenis pekerjaan saat bikin npwp lewat coretax muncul warning gagal dalam validasi pihak ketiga,neutral
bayar komisi layanan ke tiktok pte ltd wajib potong pph tarif umum tapi bisa jika ada dgt cor valid sesuai p b per pj buat bupot via e bupot unifikasi di coretax pastikan skd wpln lengkap pph tiktok pajakwpln,neutral
min ini coretax emang udah gabisa aktivasi akun ya udah cek secara berkala berbulan bulan tapi tetep gada perbaikan min,negative
min ini ko coretax udah berbulan bulan gabisa aktivasi akun ya,negative
cek penjelasan lengkapnya di artikel mengajukan perubahan tahun buku via coretax,neutral
mau ubah tahun buku gampang kok bisa online via coretax masuk menu layanan wajib pajak layanan administrasi lalu pilih as perubahan mtd pmbukuan dan atau tahun buku pastikan pilih kode yang tepat as atau as ya pajak tahunbuku administrasipajak,neutral
hallo temen temen aku butuh bantuan kalian banget nih buat isiin kuesioner ku khususnya buat kalian pengguna coretax yahh kalo kalian berkenan bisa langsung isi di link ini terimakasih temen temen semoga kalian yang mengisi diberi kesehatan selalu,neutral
semua dihitungin tapi bikin website yg proper aja ga becus gimana coretax eror mulu,negative
ada yang paham jago coretax pajak pajak an,negative
coretax apaan bgt sih pas ngisi alamat pas verifikasi loadingnya luama nauzubillah di refresh malah ngulang isi dari nik hadehhhh ada tips gak guys,negative
hal controlling seperti ini seharusnya langsung terdetect dengan coretax bukankah itu cita cita awalnya sehingga gak ada lagi yang bisa menipu pura pura mikro dengan aneka business structure atau dengan berpenampilan jorok tapi,negative
min tgl saya bikin fp untuk lawan transaksi dan sudah terupload tgl saya ambil data pajak keluaran by excel dari coretax tp data fp yg tgl nomer seri fp kok tidak sama seperti yg saya ambil ditgl beda nomer seri pajaknya beda pdhl isinya sama,negative
saya ada pt didirikan tahun apakah saya masih perlu membuat efin atau hanya cukup coretax saja mohon arahannya,neutral
apakah big yg dimaksud berhubungan dgn coretax,neutral
jawaban kenapa semakin kesini govtech makin mahal gak heran coretax sampe triliunan,negative
mengapa saat buka menu utk bukti pemotongan bulanan pegawai tetap system coretax keluar dari portal sehingga kita tidak bisa upload data,neutral
cukup dengan mengajukan aktivasi akun di laman coretax rekan tidak perlu mengajukan efin,neutral
ya allah coretax udah muter jam enggak diproses juga ini,negative
coretax anjing bikin emosi,negative
coretax parah jelek bangett,negative
udah setengah jam gue nungguin loading coretax buat ajukan permohonan anj gue pengen tidur,negative
dari beberpa bulan lalu buka web drijen pajak yg sekarang pake coretax bikn emosi sumpah lebih mending web yg dulu sekarang banyak errornya mana ui uxnya kacau sesederhana situs berbahasa inggris tapi pas di klik pilihan jawabanya indonesia maunya apa,negative
sekarang gue tau gmn orang frustrasinya daftar via coretax,negative
coba cek d akun coretax pic direkturnya ka biasany udah kedaftar itu cek npwp badanny dsana impersonate,neutral
di web coretax ka bikinnya,neutral
halo saya dasita s akuntansi universitas airlangga saat ini sedang melakukan penelitian pengaruh persepsi kemudahan kegunaan dan kesesuaian tugas terhadap kepatuhan wajib pajak badan dalam penggunaan sistem coretax kriteria karyawan pada perusahaan wajib pajak,neutral
aktivasi nik di coretax gimana si kok ga bisa nyimpen datanya,negative
wkwkwkwkw begitulah yulli isinya kalo ga nyambatin coretax ya jaklingko atau melakukan hal bodoh wkwk,negative
awak kira drama coretax sudah kelar ternyata berkelanjutan,neutral
halo min min kalo cv terdaftar tahun dan milih tarif pph final tapi tahun pengen ganti ke tarif pph badan normal itu prosedurnya bagaimana ya apakah harus pengajuan ke kpp atau coretax,neutral
cek penjelasan lengkapnya di artikel tampilan dashboard coretax tidak real time,neutral
dashboard coretax kok datanya nol terus padahal sudah lapor tenang tampilan dashboard memang gak selalu real time data butuh waktu untuk update coba cek berkala nanti juga muncul pajak coretaxtips laporspt,negative
nah ini yg aku kagum yg di lapangan ngurus exim ini regulasi hanya beberapa bln depan harus audah diterapkan dan semua ok siap sedangkan kita yg khususnya pajak non exsim masih banyak waktu utk persiapan bener gedandapan ya coretax saja sebelum itu normal saja,positive
coretax pagi ini masih eror pas mau bayar dan lapor,negative
buat online d web coretax ka btuh bntuan dm aja,neutral
halo saya belum pernah merasa membuat npwp tapi kenapa pas registrasi nik diduplikasi ya saya sempat coba untuk aktivasi di web coretax permintaan akses digital tertera nama saya tapi saat saya mau coba fitur live chat di website gabisa,neutral
masih mending sih ini ketimbang dana anggaran buat bikin coretax wkkk,negative
coretax tuh asik kalau ga nge lag,positive
komisaris di perusahaan kami itu bekerja di lebih dari prusahaan gaji setahunnya itu lebih dari jt bgmana caranya agar pd saat bayar pph nya itu menggunakan tarif di coretax ga ada pilihan utk kode objek pajak yg bisa diisi sendiri nilai tarifnya tks,neutral
jam segini lancar anjir si coretax bapukkkkkk server lo tdi siang bapukkkkkk emang dikira lembur mulu kaga cape apa cokkk,negative
ini coretax masih error kah apa internet rumah yg error,negative
coba aktivasi bang di coretax atau menu lupa sandi di coretax ada preview email no hp nya blm,neutral
makanya benerin tu coretax,neutral
najis bgt coretax ga bener smua,negative
min ini gimana cara submit ebupot tapi gabisa karena gapunya sertifikat elektronik di coretax pas saya mau request malah gak berlaku untuk pkp ada whatsapp yang ga mau bayar pajak susah banget min ini,negative
eh sumpah ya ajg gw mau bikin npwp di web coretax itu susah bgt bangsat masa validasi foto ktp gbs upload dri media bisa pke foto langsung tp pake kamera depan ajg mana gabisa di focus in mana pas step terakhir muter mulu udah berkali kali coba ttp gabisa ajg habis pulsa w,negative
arena nya dr coretax,positive
bentar ya rony kak yaya aku masih gelut sama coretax,negative
coretax hari ini error ngaco parah,negative
coretax djp gajelas ngtot,negative
lagi kejar setoran gila gilaan karena kan maret april sudah lewat sementara coretax masih problem tiap tahun pajak pasti udah dapat aneka surat cinta negara gak jelas,negative
ini kisruh coretax perasaan dah lama dah sampe skrg masih belum dibenerin ini,negative
ini gmn yaa ci coretax ga bisa shutdown dan pulang timbang gila takut bpjs ga cover psikolog lagi ntar,negative
mau marah sama coretax masa impor fp doang dari pagi smpe detik ini masih validating sih astaghfirullah halah bkin ksel aja,negative
tadi nyoba sekaligus upload dri depan kak ga satu dari dalem kan kok nomer faktur ditampilannya kosong tapi di pdf ada ada lagi pas dicek didalem udh ada fpnya tapi statusnya masih created siall sialllll coretax sial kakkkkk,negative
pen gw sembelih ni coretax konti,negative
banyak sabar menghadapi coretax,positive
coretax org nya lg pd ikut cuti bersama apa yak ampe detik ini susah bgt berharap aah sepi nih pasti yg akses ladalaaaaaah,negative
emang harusnya hari ini tuh gausah masuk kantor sih percuma juga coretax error,negative
coretax kenapa kamu error mau closingan gk kelar kelar,negative
coretax hariini bikin gue naek darah anjrit,negative
plis dong coretax jangan ikutan cutber,negative
sumpah gw cape banget sama coretax,negative
coretax lemot apa wifi kantor gue yg jelek,negative
coretax nih berulah lagi tai lah,negative
iya kak kemaren ngecheck udah bersih ini baru check email ada surat resminya ga tau nyampe mana di coretax malah ga ada wkwkwk,negative
min sy ga bisa upload faktur dr siang tadi kenapa lg ya coretax min bikin sakit kepala mohon infonya,negative
baru paham betapa ngeselinnya si coretax iniii hahaha bajingaaannn gimana tim tax yg hidupnya tergantung web ini what the hell,negative
coretax juga ikutan cutber,neutral
siang min mau tanya untuk akun coretax perusahaan apakah ada tahapan registrasi lg atau otomatis bisa langsung digunakan saya cek di coretax direksi nya akun utama nama direksi akun wajib pajak nama pt ketika dibuka akun wajib pajak gagal terus,neutral
coretax segala gabisa diakses pdhl gua mau nge distract ke galauan ini hiks,negative
